tweet,username,clean_tweet,sentiment
Kebijakan Perlindungan Data Pribadi/Privasi (PDP) yang melindungi hak dan kewajiban masyarakat dan konsumen penting untuk diperhatikan oleh Data Controller &amp; Data Processor. Apa saja yang harus diperhatikan perusahaan dari skala kecil hingga besar sehubungan dengan draft RUU PDP. https://t.co/jqiyhiLLm7,acerID,Kebijakan Perlindungan Data Pribadi/Privasi (PDP) yang melindungi hak dan kewajiban masyarakat dan konsumen penting untuk diperhatikan oleh Data Controller &amp; Data Processor. Apa saja yang harus diperhatikan perusahaan dari skala kecil hingga besar sehubungan dengan draft RUU PDP. https://t.co/jqiyhiLLm7,Positive
"WEBINAR PT PPHBI INDONESIA ""Aspek Hukum Perlindungan Data Pribadi di Era Digital"" More info: PT PPHBI INDONESIA (021) 3917446, 315 2090/91 085773355787 (Whatsapp) info@pphbi.com https://t.co/oEFAmVVBqh",traininghukum,"WEBINAR PT PPHBI INDONESIA ""Aspek Hukum Perlindungan Data Pribadi di Era Digital"" More info: PT PPHBI INDONESIA (021) 3917446, 315 2090/91 085773355787 (Whatsapp) info@pphbi.com https://t.co/oEFAmVVBqh",Neutral
Keren si RUU Perlindungan Data Pribadi. Jadi gak tiap hari diteror sales asuransi =w=,kembangtaahu,Keren si RUU Perlindungan Data Pribadi. Jadi gak tiap hari diteror sales asuransi =w=,Positive
Memangnya ada perlindungan data pribadi di indonesia? Punya UU ITE juga jadi trap card doang 😅,catperku,Memangnya ada perlindungan data pribadi di indonesia? Punya UU ITE juga jadi trap card doang 😅,Neutral
"Hasil jajak pendapat Kompas akhir Februari lalu menunjukkan 90,8% responden menganggap penting dan sangat penting undang-undang perlindungan data pribadi di dunia maya disahkan. #LitbangKompas #AdadiKompas https://t.co/HwPYwS7TfE https://t.co/TPUX5Nt8XO",KompasData,"Hasil jajak pendapat Kompas akhir Februari lalu menunjukkan 90,8% responden menganggap penting dan sangat penting undang-undang perlindungan data pribadi di dunia maya disahkan. #LitbangKompas #AdadiKompas https://t.co/HwPYwS7TfE https://t.co/TPUX5Nt8XO",Positive
"[RISET] Hasil jajak pendapat Kompas akhir Februari lalu menunjukkan 90,8 persen responden menganggap penting dan sangat penting undang-undang perlindungan data pribadi di dunia maya disahkan. #Riset #adadikompas https://t.co/hqAmcgpQ1w",hariankompas,"[RISET] Hasil jajak pendapat Kompas akhir Februari lalu menunjukkan 90,8 persen responden menganggap penting dan sangat penting undang-undang perlindungan data pribadi di dunia maya disahkan. #Riset #adadikompas https://t.co/hqAmcgpQ1w",Positive
"Jeleknya orang indonesia begini. Bentar bentar sepal sepil. Gak tau apa ada hukum perlindungan data diri. Salah salah bukannya kena sanksi sosial, malah kena pidana wkwkwkwk. Lagipula, itu urusan pribadi, dia cerita biar kita kasih semangat atau seenggaknya saran.",catsomniaa,"Jeleknya orang indonesia begini. Bentar bentar sepal sepil. Gak tau apa ada hukum perlindungan data diri. Salah salah bukannya kena sanksi sosial, malah kena pidana wkwkwkwk. Lagipula, itu urusan pribadi, dia cerita biar kita kasih semangat atau seenggaknya saran.",Negative
"Setahun terakhir, ruang digital menjadi andalan masyarakat sebagai ruang komunikasi. Namun, maraknya kriminalitas di ruang digital membuat publik menilai sudah saatnya negara memperkuat perlindungan data pribadi. @RanggaEkaSakti1 #LitbangKompas https://t.co/HwPYwS7TfE",KompasData,"Setahun terakhir, ruang digital menjadi andalan masyarakat sebagai ruang komunikasi. Namun, maraknya kriminalitas di ruang digital membuat publik menilai sudah saatnya negara memperkuat perlindungan data pribadi. @RanggaEkaSakti1 #LitbangKompas https://t.co/HwPYwS7TfE",Neutral
"Sempat ikut webinar soal kebijakan perlindungan data pribadi terutama di ranah internet, hmm, yang paling sederhana, misal terjadi penyalahgunaan data pribadi kita, belum ada badan yang dibentuk buat melaporkan hal semacam ini, apalagi habis ini fitur chat whatsapp kita udah",taksukamendung,"Sempat ikut webinar soal kebijakan perlindungan data pribadi terutama di ranah internet, hmm, yang paling sederhana, misal terjadi penyalahgunaan data pribadi kita, belum ada badan yang dibentuk buat melaporkan hal semacam ini, apalagi habis ini fitur chat whatsapp kita udah",Neutral
"@arfebibots @kidungsenja17 jadi dari hasil konsul mbak ke kominfo, video yang kayak dishare di thread ini masuk kategori pelanggaran pasal perlindungan data pribadi gak?",risyadts,"@arfebibots @kidungsenja17 jadi dari hasil konsul mbak ke kominfo, video yang kayak dishare di thread ini masuk kategori pelanggaran pasal perlindungan data pribadi gak?",Negative
"@arfebibots @kidungsenja17 mas arfebibots daripada debat di sini mending tanya call center kominfo atau yang berwenang aja, di uu terkait perlindungan data pribadi tuh diaturnya gimana. ntar kalo udah dapet hasilnya, share di sini. enak kan jadi semua lebih teredukasi.",risyadts,"@arfebibots @kidungsenja17 mas arfebibots daripada debat di sini mending tanya call center kominfo atau yang berwenang aja, di uu terkait perlindungan data pribadi tuh diaturnya gimana. ntar kalo udah dapet hasilnya, share di sini. enak kan jadi semua lebih teredukasi.",Positive
Seperti yg diduga Awareness mengenai perlindungan data pribadi masih minim sekali tampaknya.,arfebibots,Seperti yg diduga Awareness mengenai perlindungan data pribadi masih minim sekali tampaknya.,Negative
Praktik jual beli e-KTP marah bertebaran di berbagai forum. Data pribadi penduduk rentan disalahgunakan dan menjadi sasaran empuk pelaku kejahatan siber. UU Perlindungan Data Pribadi menjadi penting untuk melindungi data pribadi warga. #AnalisisData https://t.co/AQ15bOVaen,KATADATAcoid,Praktik jual beli e-KTP marah bertebaran di berbagai forum. Data pribadi penduduk rentan disalahgunakan dan menjadi sasaran empuk pelaku kejahatan siber. UU Perlindungan Data Pribadi menjadi penting untuk melindungi data pribadi warga. #AnalisisData https://t.co/AQ15bOVaen,Negative
Talk Show 'Urgensi Perlindungan Data Pribadi di Indonesia' merupakan salah satu rangkaian acara launching organisasi Legalist Society pada bulan April 2021. Acara ini tidak dipungut biaya dan terbuka untuk publik. Link pendaftaran:  https://t.co/LbFEjihJZS https://t.co/QT3VlOdAr2,SSEK_lawfirm,Talk Show 'Urgensi Perlindungan Data Pribadi di Indonesia' merupakan salah satu rangkaian acara launching organisasi Legalist Society pada bulan April 2021. Acara ini tidak dipungut biaya dan terbuka untuk publik. Link pendaftaran:  https://t.co/LbFEjihJZS https://t.co/QT3VlOdAr2,Negative
@BankBTNcoid sistem kalian tidak ada perlindungan data pribadi konsumen?,kkpunasional,@BankBTNcoid sistem kalian tidak ada perlindungan data pribadi konsumen?,Neutral
Ketika Perlindungan Data Pribadi dibahas lintas ilmu. Simak selengkapnya di https://t.co/KuHVn2WxdM #fhunair #FHBEST #unairHEBAT,fhunair,Ketika Perlindungan Data Pribadi dibahas lintas ilmu. Simak selengkapnya di https://t.co/KuHVn2WxdM #fhunair #FHBEST #unairHEBAT,Neutral
"Maka dari itu, kita dituntut lebih hati-hati dalam menyebarkan data privasi. Dengan melindungi privasi berarti memberikan perlindungan terhadap data pribadi yang dapat digunakan orang-orang tak bertanggung jawab https://t.co/0j9Q6G7y2H",kominfodiy,"Maka dari itu, kita dituntut lebih hati-hati dalam menyebarkan data privasi. Dengan melindungi privasi berarti memberikan perlindungan terhadap data pribadi yang dapat digunakan orang-orang tak bertanggung jawab https://t.co/0j9Q6G7y2H",Neutral
@GUSDURians RUU penghapusan kekerasan seksual dan RUU perlindungan data pribadi.,indasahkurnia,@GUSDURians RUU penghapusan kekerasan seksual dan RUU perlindungan data pribadi.,Negative
"Prolegnas Prioritas 2021 Belum Disahkan, Pembahasan RUU Perlindungan Data Pribadi Dinilai Sia-sia https://t.co/mFTrP8wcDF",KompasTekno,"Prolegnas Prioritas 2021 Belum Disahkan, Pembahasan RUU Perlindungan Data Pribadi Dinilai Sia-sia https://t.co/mFTrP8wcDF",Neutral
"RUU Perlindungan Data Pribadi mengatur bahwa pengendali data bisa memproses data untuk memenuhi kewajiban hukum untuk kepentingan publik. Tetapi, tidak ada penjelasan lebih lanjut mengenai “kepentingan publik”. https://t.co/Fa4PXbAh5k",magdaleneid,"RUU Perlindungan Data Pribadi mengatur bahwa pengendali data bisa memproses data untuk memenuhi kewajiban hukum untuk kepentingan publik. Tetapi, tidak ada penjelasan lebih lanjut mengenai “kepentingan publik”. https://t.co/Fa4PXbAh5k",Positive
"Terbaru..!!! Alur verval PD (Peserta Didik) kini bisa dilakukan oleh peserta didik/wali/orangtua sendiri. Sekolah tinggal approve. Berikut tutorialnya. Semoga bermanfaat. 👇👇👇👇👇 https://t.co/qJIjE3e55X Sekilas memang keren, tapi bagaimana dg perlindungan data pribadi ya?",Darmaningtyas,"Terbaru..!!! Alur verval PD (Peserta Didik) kini bisa dilakukan oleh peserta didik/wali/orangtua sendiri. Sekolah tinggal approve. Berikut tutorialnya. Semoga bermanfaat. 👇👇👇👇👇 https://t.co/qJIjE3e55X Sekilas memang keren, tapi bagaimana dg perlindungan data pribadi ya?",Positive
"Ini dua partai yg setuju 1. Dorong Pengesahan RUU PDP, Politikus Nasdem: Data Pribadi Sama Seperti Aurat https://t.co/F2zngadfV1 2 Golkar Dorong RUU Perlindungan Data Pribadi Segera Disahkan https://t.co/VTr0GckHVM https://t.co/lnmeOpH16F",Ndons_Back,"Ini dua partai yg setuju 1. Dorong Pengesahan RUU PDP, Politikus Nasdem: Data Pribadi Sama Seperti Aurat https://t.co/F2zngadfV1 2 Golkar Dorong RUU Perlindungan Data Pribadi Segera Disahkan https://t.co/VTr0GckHVM https://t.co/lnmeOpH16F",Positive
Perlindungan terhadap DATA DIRI sangat penting dilakukan untuk menghindari ancaman KEJAHATAN penyalahgunaan data pribadi oleh pihak yang TIDAK BERTANGGUNGJAWAB https://t.co/IRFu5pIFnz,PolsekJenar,Perlindungan terhadap DATA DIRI sangat penting dilakukan untuk menghindari ancaman KEJAHATAN penyalahgunaan data pribadi oleh pihak yang TIDAK BERTANGGUNGJAWAB https://t.co/IRFu5pIFnz,Negative
Perubahan kebijakan privasi ini disebut Tokopedia untuk mematuhi peraturan perlindungan data pribadi yang berlaku di Indonesia. Apa saja yang berubah? https://t.co/sugRqevHn7,kompascom,Perubahan kebijakan privasi ini disebut Tokopedia untuk mematuhi peraturan perlindungan data pribadi yang berlaku di Indonesia. Apa saja yang berubah? https://t.co/sugRqevHn7,Positive
Program Vaksinasi Mandiri Harus Jamin Perlindungan Data Pribadi https://t.co/c15gjSgv8G,ivooxid,Program Vaksinasi Mandiri Harus Jamin Perlindungan Data Pribadi https://t.co/c15gjSgv8G,Positive
"Program vaksinasi mandiri yang digagas sejumlah pihak harus memperhatikan aspek perlindungan data pribadi masyarakat, kata peneliti. https://t.co/wFglRY9ZcO",antaranews,"Program vaksinasi mandiri yang digagas sejumlah pihak harus memperhatikan aspek perlindungan data pribadi masyarakat, kata peneliti. https://t.co/wFglRY9ZcO",Positive
RUU Perlindungan Data Pribadi Butuh Segera Disahkan https://t.co/8FYeG5mmF0 #humaniora dan yuk baca juga berita lainnya di situs https://t.co/xeLAFysKe2 https://t.co/SjecE4LMGO,dailymateradio,RUU Perlindungan Data Pribadi Butuh Segera Disahkan https://t.co/8FYeG5mmF0 #humaniora dan yuk baca juga berita lainnya di situs https://t.co/xeLAFysKe2 https://t.co/SjecE4LMGO,Neutral
Elsam: UU Perlindungan Data Pribadi Harus Segera Disahkan https://t.co/PU6Dp31hv8,liputan6dotcom,Elsam: UU Perlindungan Data Pribadi Harus Segera Disahkan https://t.co/PU6Dp31hv8,Neutral
Elsam: UU Perlindungan Data Pribadi Harus Segera Disahkan https://t.co/GYgZYkGaB5 https://t.co/vYOFpM2KNb,Beritasatu,Elsam: UU Perlindungan Data Pribadi Harus Segera Disahkan https://t.co/GYgZYkGaB5 https://t.co/vYOFpM2KNb,Neutral
Hal tersebut penting dijalankan oleh seluruh daerah agar turut menjalankan prinsip perlindungan data pribadi yang lebih masif di indonesia. #RUUPDP #Dataprotection #Dataprivacy,yurrinurnazz_,Hal tersebut penting dijalankan oleh seluruh daerah agar turut menjalankan prinsip perlindungan data pribadi yang lebih masif di indonesia. #RUUPDP #Dataprotection #Dataprivacy,Positive
"Selain itu, sosialisasi dengan peningkatan kapasitas. Memiliki perspektif bahwa data pribadi merupakan hak asasi manusia. Subjek memiliki kendali dan pemroses data harus memenuhi regulasi perlindungan data pribadi. #RUUPDP #Dataprotection #Dataprivacy",yurrinurnazz_,"Selain itu, sosialisasi dengan peningkatan kapasitas. Memiliki perspektif bahwa data pribadi merupakan hak asasi manusia. Subjek memiliki kendali dan pemroses data harus memenuhi regulasi perlindungan data pribadi. #RUUPDP #Dataprotection #Dataprivacy",Positive
"Ada pula nir perspektif terhadap perlindungan data pribadi, yaitu pertama ragam definisi data pribadi. Berbeda perusahaan atau masyarakat memiliki perspektif yang berbeda terhadap data pribadi. #RUUPDP #Dataprotection #Dataprivacy",yurrinurnazz_,"Ada pula nir perspektif terhadap perlindungan data pribadi, yaitu pertama ragam definisi data pribadi. Berbeda perusahaan atau masyarakat memiliki perspektif yang berbeda terhadap data pribadi. #RUUPDP #Dataprotection #Dataprivacy",Neutral
Peraturan perlindungan data pribadi setidaknya mencoba mengatur sistem pertanggungjawaban pemerintahan Kelola data pribadi dengan menerapkan prinsip-prinsip tertentu untuk meminimalkan potensi risiko Penyalahgunaan data pribadi. #RUUPDP #Dataprotection #Dataprivacy,IndrianaSafira,Peraturan perlindungan data pribadi setidaknya mencoba mengatur sistem pertanggungjawaban pemerintahan Kelola data pribadi dengan menerapkan prinsip-prinsip tertentu untuk meminimalkan potensi risiko Penyalahgunaan data pribadi. #RUUPDP #Dataprotection #Dataprivacy,Negative
Indonesia membutuhkan legislasi primer terkait perlindungan data pribadi -Chrstina Aryani- #RUUPDP #Dataprotection #Dataprivacy,agusnia_dwi,Indonesia membutuhkan legislasi primer terkait perlindungan data pribadi -Chrstina Aryani- #RUUPDP #Dataprotection #Dataprivacy,Neutral
RUU perlindungan data pribadi sudah masuk ke masa persidangan ketiga. #RUUPDP #Dataprotection #Dataprivacy,MakFau2,RUU perlindungan data pribadi sudah masuk ke masa persidangan ketiga. #RUUPDP #Dataprotection #Dataprivacy,Neutral
NIR Perspektif berkaitan dengan konsep perlindungan data pribadi #RUUPDP #Dataprotection #Dataprivacy,agusnia_dwi,NIR Perspektif berkaitan dengan konsep perlindungan data pribadi #RUUPDP #Dataprotection #Dataprivacy,Neutral
NIR PERSPEKTIF PERLINDUNGAN DATA PRIBADI #RUUPDP #Dataprotection #Dataprivacy https://t.co/VXodhTdZbW,DinaNurAlifiah,NIR PERSPEKTIF PERLINDUNGAN DATA PRIBADI #RUUPDP #Dataprotection #Dataprivacy https://t.co/VXodhTdZbW,Neutral
LIVE NOW Bagaimana urgensi regulasi perlindungan data pribadi? Mengingat kasus kebocoran data dan pemanfaatan data pribadi makin meningkat. Ikuti Webinar Katadata “Identifikasi Kebutuhan Implementasi UU Pelindungan Data Pribadi” di : https://t.co/QGyCB1v67B,KATADATAcoid,LIVE NOW Bagaimana urgensi regulasi perlindungan data pribadi? Mengingat kasus kebocoran data dan pemanfaatan data pribadi makin meningkat. Ikuti Webinar Katadata “Identifikasi Kebutuhan Implementasi UU Pelindungan Data Pribadi” di : https://t.co/QGyCB1v67B,Negative
"temen2 di PJSP mungkin tau rasanya mau datang dengan idea baru, tapi kepentok regulasi kaya 1 pintu kebuka, 1 pintu lain ketutup 🤣 hal ini pun wajar, financial industry pasti high risk kan + ditambah lagi era digitalisasi ini perlindungan data pribadi nomor 1; makin ketat.",_dropthemic_,"temen2 di PJSP mungkin tau rasanya mau datang dengan idea baru, tapi kepentok regulasi kaya 1 pintu kebuka, 1 pintu lain ketutup 🤣 hal ini pun wajar, financial industry pasti high risk kan + ditambah lagi era digitalisasi ini perlindungan data pribadi nomor 1; makin ketat.",Neutral
"Sudah berlangganan pascabayar dengan harapan dapat previlege lebih. Sesederhana perlindungan data pribadi. Kalau semua dibebankan ke customer untuk buat pelaporan mandiri dan blocking, apa fungsinya tim provider ya? @IndosatOoredoo Entah ini sudah kali ke berapa https://t.co/3WARuVtlW8",arifdarmawanya,"Sudah berlangganan pascabayar dengan harapan dapat previlege lebih. Sesederhana perlindungan data pribadi. Kalau semua dibebankan ke customer untuk buat pelaporan mandiri dan blocking, apa fungsinya tim provider ya? @IndosatOoredoo Entah ini sudah kali ke berapa https://t.co/3WARuVtlW8",Neutral
Praktik jual beli e-KTP marah bertebaran di berbagai forum. Data pribadi penduduk rentan disalahgunakan dan menjadi sasaran empuk pelaku kejahatan siber. UU Perlindungan Data Pribadi menjadi penting untuk melindungi data pribadi warga. #AnalisisData https://t.co/AQ15bOVaen,KATADATAcoid,Praktik jual beli e-KTP marah bertebaran di berbagai forum. Data pribadi penduduk rentan disalahgunakan dan menjadi sasaran empuk pelaku kejahatan siber. UU Perlindungan Data Pribadi menjadi penting untuk melindungi data pribadi warga. #AnalisisData https://t.co/AQ15bOVaen,Negative
Hanya Budiman Sudjatmiko yang Bisa Wujudkan Perlindungan Data Pribadi di Indonesia https://t.co/11HEAxxG2X via @mojokdotco,KangDimas17,Hanya Budiman Sudjatmiko yang Bisa Wujudkan Perlindungan Data Pribadi di Indonesia https://t.co/11HEAxxG2X via @mojokdotco,Positive
Rakyat menanti perlindungan bagi data pribadi mereka. #Tajukrencana #adadikompas https://t.co/vdU5VeTiua,hariankompas,Rakyat menanti perlindungan bagi data pribadi mereka. #Tajukrencana #adadikompas https://t.co/vdU5VeTiua,Neutral
Hmmm Asosiasi Fintech Dorong UU Perlindungan Data Pribadi Cepat Disahkan - https://t.co/jByXZ9S7pU,Ndons_Back,Hmmm Asosiasi Fintech Dorong UU Perlindungan Data Pribadi Cepat Disahkan - https://t.co/jByXZ9S7pU,Positive
"@kad3k Hi Kak Astrawan, kami telah membalas pesannya melalui Direct message (DM) ya. Mohon untuk menghapus bukti transaksi ini sebagai bentuk perlindungan terhadap data pribadi pelanggan. Terima kasih -irwan",AVA_airasia,"@kad3k Hi Kak Astrawan, kami telah membalas pesannya melalui Direct message (DM) ya. Mohon untuk menghapus bukti transaksi ini sebagai bentuk perlindungan terhadap data pribadi pelanggan. Terima kasih -irwan",Positive
Pemerintah meminta pelaku usaha dan masyarakat untuk ikut mendukung upaya perlindungan data pribadi. Data pribadi jangan disebar sembarangan. https://t.co/aTRUMG93J8,detikinet,Pemerintah meminta pelaku usaha dan masyarakat untuk ikut mendukung upaya perlindungan data pribadi. Data pribadi jangan disebar sembarangan. https://t.co/aTRUMG93J8,Positive
